"","Taxon","SLA","SLA.units","SLAfromLMA","source"
"670","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"671","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"672","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"673","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"674","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"675","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"676","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"677","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"678","Melodinus australis",NA,"",NA,"Gallagher_field_workPHD"
"1052","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_49"
"1145","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_6"
"1487","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_52"
"1981","Melodinus australis",NA,"",NA,"NSW flora online "
"1982","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_53"
"1983","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_6"
"1984","Melodinus australis",NA,"",NA,"Gallagher_field_workPHD"
"573","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"574","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"575","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"594","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_49"
"938","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"939","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"940","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"941","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"942","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"943","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"944","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_68"
"945","Melodorum leichhardtii",NA,"",NA,"Gallagher_field_workPHD"
"1159","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_6"
"1488","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_52"
"1985","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_53"
"1986","Melodorum leichhardtii",NA,"",NA,"AUSTRAITS_dataset_6"
"1987","Melodorum leichhardtii",NA,"",NA,"Gallagher_field_workPHD"
"684","Micromelum minutum",NA,"",NA,"AUSTRAITS_dataset_56"
"827","Micromelum minutum",NA,"",NA,"AUSTRAITS_dataset_49"
"1489","Micromelum minutum",NA,"",NA,"AUSTRAITS_dataset_52"
"1988","Micromelum minutum",NA,"",NA,"NSW flora online "
"1989","Micromelum minutum",NA,"",NA,"AUSTRAITS_dataset_53"
"581","Mischarytera lautereriana",NA,"",NA,"AUSTRAITS_dataset_49"
"1990","Mischarytera lautereriana",NA,"",NA,"AUSTRAITS_dataset_34"
"1991","Mischarytera lautereriana",NA,"",NA,"AUSTRAITS_dataset_34"
"1992","Mischarytera lautereriana",NA,"",NA,"AUSTRAITS_dataset_34"
"455","Mischocarpus australis",NA,"",NA,"AUSTRAITS_dataset_49"
"163","Mischocarpus pyriformis",NA,"",NA,"AUSTRAITS_dataset_68"
"611","Mischocarpus pyriformis",NA,"",NA,"AUSTRAITS_dataset_68"
"979","Mischocarpus pyriformis",NA,"",NA,"Gallagher_field_workPHD"
"1011","Mischocarpus pyriformis",NA,"",NA,"Gallagher_field_workPHD"
"1021","Mischocarpus pyriformis",NA,"",NA,"AUSTRAITS_dataset_49"
"1065","Mischocarpus pyriformis",NA,"",NA,"Gallagher_field_workPHD"
"1073","Mischocarpus pyriformis",NA,"",NA,"Gallagher_field_workPHD"
"1180","Mischocarpus pyriformis",9.18948722661275,"",9.18948722661275,"Gallagher_field_workPHD"
"1181","Mischocarpus pyriformis",8.91742464776173,"",8.91742464776173,"Gallagher_field_workPHD"
"1182","Mischocarpus pyriformis",8.61178091629349,"",8.61178091629349,"Gallagher_field_workPHD"
"1183","Mischocarpus pyriformis",8.42530963012891,"",8.42530963012891,"Gallagher_field_workPHD"
"1490","Mischocarpus pyriformis",NA,"",NA,"AUSTRAITS_dataset_52"
"1993","Mischocarpus pyriformis",NA,"",NA,"Gallagher_field_workPHD"
"64","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"88","Morinda jasminoides",31.278,"m2/kg",NA,"AUSTRAITS_dataset_8"
"90","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"166","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"167","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"168","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"169","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"170","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"223","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"228","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"229","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"230","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"231","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"232","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"233","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"234","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"235","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"236","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"237","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"238","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"239","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"242","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"243","Morinda jasminoides",15.6,"m2/kg",NA,"AUSTRAITS_dataset_8"
"245","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"246","Morinda jasminoides",31.851,"m2/kg",NA,"AUSTRAITS_dataset_8"
"256","Morinda jasminoides",23.353,"m2/kg",NA,"AUSTRAITS_dataset_8"
"258","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_68"
"271","Morinda jasminoides",23.637,"m2/kg",NA,"AUSTRAITS_dataset_8"
"295","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"301","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_49"
"310","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"349","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"362","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"402","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"722","Morinda jasminoides",15.6,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1185","Morinda jasminoides",32.258064516129,"",32.258064516129,"Gallagher_field_workPHD"
"1186","Morinda jasminoides",31.5258511979823,"",31.5258511979823,"Gallagher_field_workPHD"
"1187","Morinda jasminoides",27.4951883420401,"",27.4951883420401,"Gallagher_field_workPHD"
"1188","Morinda jasminoides",26.8456375838926,"",26.8456375838926,"Gallagher_field_workPHD"
"1189","Morinda jasminoides",26.5533722782793,"",26.5533722782793,"Gallagher_field_workPHD"
"1190","Morinda jasminoides",22.8675966155957,"",22.8675966155957,"Gallagher_field_workPHD"
"1191","Morinda jasminoides",21.982853374368,"",21.982853374368,"Gallagher_field_workPHD"
"1192","Morinda jasminoides",15.7084511467169,"",15.7084511467169,"Gallagher_field_workPHD"
"1393","Morinda jasminoides",25.144,"m2/kg",NA,"Gallagher_field_workPHD"
"1405","Morinda jasminoides",23.353,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1406","Morinda jasminoides",23.637,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1409","Morinda jasminoides",26.12,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1415","Morinda jasminoides",31.278,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1417","Morinda jasminoides",31.851,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1491","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_52"
"1492","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_52"
"1994","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_24"
"1995","Morinda jasminoides",NA,"",NA,"NSW flora online "
"1996","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_26"
"1997","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_53"
"1998","Morinda jasminoides",NA,"",NA,"AUSTRAITS_dataset_6"
"1999","Morinda jasminoides",NA,"",NA,"Gallagher_field_workPHD"
"2251","Morinda jasminoides",34.47539929,"m2/kg",NA,"Lawson_field_work"
"2290","Morinda jasminoides",NA,"",NA,"Kew SID"
"82","Myrsine variabilis",NA,"",NA,"AUSTRAITS_dataset_68"
"141","Myrsine variabilis",NA,"",NA,"Gallagher_field_workPHD"
"205","Myrsine variabilis",NA,"",NA,"AUSTRAITS_dataset_68"
"346","Myrsine variabilis",NA,"",NA,"AUSTRAITS_dataset_49"
"385","Myrsine variabilis",NA,"",NA,"Gallagher_field_workPHD"
"499","Myrsine variabilis",NA,"",NA,"Gallagher_field_workPHD"
"904","Myrsine variabilis",NA,"",NA,"Gallagher_field_workPHD"
"1193","Myrsine variabilis",17.9565451607111,"",17.9565451607111,"Gallagher_field_workPHD"
"1194","Myrsine variabilis",12.4626121635095,"",12.4626121635095,"Gallagher_field_workPHD"
"1196","Myrsine variabilis",9.26612305411416,"",9.26612305411416,"Gallagher_field_workPHD"
"1197","Myrsine variabilis",8.76731544800982,"",8.76731544800982,"Gallagher_field_workPHD"
"2000","Myrsine variabilis",NA,"",NA,"AUSTRAITS_dataset_34"
"2001","Myrsine variabilis",NA,"",NA,"AUSTRAITS_dataset_34"
"2002","Myrsine variabilis",NA,"",NA,"Gallagher_field_workPHD"
"2252","Myrsine variabilis",10.0098011,"m2/kg",NA,"Lawson_field_work"
"2291","Myrsine variabilis",NA,"",NA,"Kew SID"
"378","Neolitsea dealbata",16.9,"m2/kg",NA,"AUSTRAITS_dataset_23"
"754","Neolitsea dealbata",12.157,"m2/kg",NA,"AUSTRAITS_dataset_8"
"756","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"947","Neolitsea dealbata",13.578,"m2/kg",NA,"AUSTRAITS_dataset_8"
"948","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"959","Neolitsea dealbata",NA,"",NA,"Gallagher_field_workPHD"
"1008","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"1009","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"1010","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"1069","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"1076","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"1092","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_49"
"1119","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_68"
"1120","Neolitsea dealbata",12.587,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1129","Neolitsea dealbata",9.78473581213307,"",9.78473581213307,"AUSTRAITS_dataset_39"
"1137","Neolitsea dealbata",10.703,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1138","Neolitsea dealbata",11.106,"m2/kg",NA,"AUSTRAITS_dataset_28"
"1198","Neolitsea dealbata",11.05216622458,"",11.05216622458,"Gallagher_field_workPHD"
"1493","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_52"
"2003","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_34"
"2004","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_53"
"2005","Neolitsea dealbata",NA,"",NA,"AUSTRAITS_dataset_33"
"2006","Neolitsea dealbata",NA,"",NA,"Gallagher_field_workPHD"
"2253","Neolitsea dealbata",NA,"",NA,"Lawson_field_work"
"2292","Neolitsea dealbata",NA,"",NA,"Kew SID"
"1","Notelaea longifolia",5.5764,"cm2/g",NA,"AUSTRAITS_dataset_12"
"2","Notelaea longifolia",5.8369,"cm2/g",NA,"AUSTRAITS_dataset_12"
"538","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"585","Notelaea longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"586","Notelaea longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"620","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"695","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"809","Notelaea longifolia",NA,"",NA,"AUSTRAITS_dataset_49"
"876","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"903","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"960","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"1130","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"1199","Notelaea longifolia",23.6630383341221,"",23.6630383341221,"Gallagher_field_workPHD"
"1200","Notelaea longifolia",10.9301563012351,"",10.9301563012351,"Gallagher_field_workPHD"
"1201","Notelaea longifolia",10.1936799184506,"",10.1936799184506,"Gallagher_field_workPHD"
"1202","Notelaea longifolia",10.0371374084111,"",10.0371374084111,"Gallagher_field_workPHD"
"1203","Notelaea longifolia",8.2815734989648,"",8.2815734989648,"Gallagher_field_workPHD"
"1204","Notelaea longifolia",7.27696114102751,"",7.27696114102751,"Gallagher_field_workPHD"
"1205","Notelaea longifolia",6.19195046439628,"",6.19195046439628,"Gallagher_field_workPHD"
"1494","Notelaea longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"2007","Notelaea longifolia",NA,"",NA,"AUSTRAITS_dataset_24"
"2008","Notelaea longifolia",NA,"",NA,"NSW flora online "
"2009","Notelaea longifolia",NA,"",NA,"AUSTRAITS_dataset_34"
"2010","Notelaea longifolia",NA,"",NA,"Gallagher_field_workPHD"
"2254","Notelaea longifolia",8.496776279,"m2/kg",NA,"Lawson_field_work"
"2293","Notelaea longifolia",NA,"",NA,"Moles 2004 Seed database"
"25","Notelaea microcarpa",5.057,"m2/kg",NA,"AUSTRAITS_dataset_52"
"93","Notelaea microcarpa",NA,"",NA,"AUSTRAITS_dataset_68"
"94","Notelaea microcarpa",5.057,"m2/kg",NA,"AUSTRAITS_dataset_8"
"99","Notelaea microcarpa",8.173,"m2/kg",NA,"AUSTRAITS_dataset_52"
"127","Notelaea microcarpa",NA,"",NA,"AUSTRAITS_dataset_49"
"483","Notelaea microcarpa",NA,"",NA,"AUSTRAITS_dataset_68"
"484","Notelaea microcarpa",8.173,"m2/kg",NA,"AUSTRAITS_dataset_8"
"2011","Notelaea microcarpa",NA,"",NA,"NSW flora online "
"2012","Notelaea microcarpa",NA,"",NA,"AUSTRAITS_dataset_53"
"2255","Notelaea microcarpa",6.019673349,"m2/kg",NA,"Lawson_field_work"
"2294","Notelaea microcarpa",NA,"",NA,"Kew SID"
"60","Ochna serrulata",NA,"",NA,"AUSTRAITS_dataset_68"
"117","Ochna serrulata",NA,"",NA,"AUSTRAITS_dataset_68"
"118","Ochna serrulata",21.102,"m2/kg",NA,"AUSTRAITS_dataset_8"
"253","Ochna serrulata",NA,"",NA,"AUSTRAITS_dataset_68"
"255","Ochna serrulata",19.181,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1114","Ochna serrulata",19.181,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1402","Ochna serrulata",20.31,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1495","Ochna serrulata",NA,"",NA,"AUSTRAITS_dataset_52"
"2013","Ochna serrulata",NA,"",NA,"AUSTRAITS_dataset_26"
"724","Olea paniculata",NA,"",NA,"AUSTRAITS_dataset_49"
"877","Olea paniculata",NA,"",NA,"Gallagher_field_workPHD"
"1207","Olea paniculata",15.1194436044754,"",15.1194436044754,"Gallagher_field_workPHD"
"1496","Olea paniculata",NA,"",NA,"AUSTRAITS_dataset_52"
"2014","Olea paniculata",NA,"",NA,"NSW flora online "
"2015","Olea paniculata",NA,"",NA,"AUSTRAITS_dataset_34"
"2016","Olea paniculata",NA,"",NA,"AUSTRAITS_dataset_34"
"2017","Olea paniculata",NA,"",NA,"AUSTRAITS_dataset_53"
"2018","Olea paniculata",NA,"",NA,"Gallagher_field_workPHD"
"12","Pandorea pandorana",24.308,"m2/kg",NA,"AUSTRAITS_dataset_8"
"38","Pandorea pandorana",29.051,"m2/kg",NA,"AUSTRAITS_dataset_8"
"39","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"101","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"102","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"103","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"104","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"105","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"106","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"107","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"108","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"109","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"110","Pandorea pandorana",NA,"",NA,"Gallagher_field_workPHD"
"124","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"128","Pandorea pandorana",41.995,"m2/kg",NA,"AUSTRAITS_dataset_8"
"130","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"152","Pandorea pandorana",18.587,"m2/kg",NA,"AUSTRAITS_dataset_8"
"154","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"357","Pandorea pandorana",NA,"",NA,"Gallagher_field_workPHD"
"361","Pandorea pandorana",NA,"",NA,"Gallagher_field_workPHD"
"519","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_49"
"725","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"726","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"727","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_68"
"1056","Pandorea pandorana",18.587,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1208","Pandorea pandorana",27.3747604708459,"",27.3747604708459,"Gallagher_field_workPHD"
"1209","Pandorea pandorana",10.1061141990905,"",10.1061141990905,"Gallagher_field_workPHD"
"1396","Pandorea pandorana",28.485,"m2/kg",NA,"Gallagher_field_workPHD"
"1407","Pandorea pandorana",24.308,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1411","Pandorea pandorana",28.62,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1420","Pandorea pandorana",41.995,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1497","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_52"
"2019","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_24"
"2020","Pandorea pandorana",NA,"",NA,"NSW flora online "
"2021","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_53"
"2022","Pandorea pandorana",NA,"",NA,"AUSTRAITS_dataset_6"
"2023","Pandorea pandorana",NA,"",NA,"Gallagher_field_workPHD"
"2256","Pandorea pandorana",34.62922997,"m2/kg",NA,"Lawson_field_work"
"2295","Pandorea pandorana",NA,"",NA,"Moles 2004 Seed database"
"155","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_68"
"156","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_68"
"366","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_49"
"411","Pararchidendron pruinosum",NA,"",NA,"Gallagher_field_workPHD"
"1210","Pararchidendron pruinosum",24.6062992125984,"",24.6062992125984,"Gallagher_field_workPHD"
"1498","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_52"
"2024","Pararchidendron pruinosum",NA,"",NA,"NSW flora online "
"2025","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_34"
"2026","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_34"
"2027","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_34"
"2028","Pararchidendron pruinosum",NA,"",NA,"AUSTRAITS_dataset_53"
"2029","Pararchidendron pruinosum",NA,"",NA,"Gallagher_field_workPHD"
"98","Parsonsia straminea",37.305,"m2/kg",NA,"AUSTRAITS_dataset_8"
"100","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"165","Parsonsia straminea",29.981,"m2/kg",NA,"AUSTRAITS_dataset_8"
"398","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"509","Parsonsia straminea",12.204,"m2/kg",NA,"AUSTRAITS_dataset_52"
"692","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"693","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"747","Parsonsia straminea",NA,"",NA,"Gallagher_field_workPHD"
"831","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"832","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"833","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"834","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"835","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"836","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"837","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"838","Parsonsia straminea",NA,"",NA,"Gallagher_field_workPHD"
"1006","Parsonsia straminea",NA,"",NA,"Gallagher_field_workPHD"
"1015","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"1016","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"1050","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_49"
"1055","Parsonsia straminea",12.204,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1057","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_68"
"1072","Parsonsia straminea",NA,"",NA,"Gallagher_field_workPHD"
"1211","Parsonsia straminea",20.5888408482602,"",20.5888408482602,"Gallagher_field_workPHD"
"1212","Parsonsia straminea",13.8888888888889,"",13.8888888888889,"Gallagher_field_workPHD"
"1213","Parsonsia straminea",11.6754232340922,"",11.6754232340922,"Gallagher_field_workPHD"
"1395","Parsonsia straminea",26.497,"m2/kg",NA,"Gallagher_field_workPHD"
"1410","Parsonsia straminea",26.87,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1412","Parsonsia straminea",29.981,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1418","Parsonsia straminea",37.305,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1499","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_52"
"1500","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_52"
"2030","Parsonsia straminea",NA,"",NA,"NSW flora online "
"2031","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_24"
"2032","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_26"
"2033","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_53"
"2034","Parsonsia straminea",NA,"",NA,"AUSTRAITS_dataset_6"
"2035","Parsonsia straminea",NA,"",NA,"Gallagher_field_workPHD"
"2257","Parsonsia straminea",NA,"",NA,"Lawson_field_work"
"2296","Parsonsia straminea",NA,"",NA,"Kew SID"
"1150","Passiflora edulis",NA,"",NA,"AUSTRAITS_dataset_68"
"1404","Passiflora edulis",21.6,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1501","Passiflora edulis",NA,"",NA,"AUSTRAITS_dataset_52"
"2036","Passiflora edulis",NA,"",NA,"AUSTRAITS_dataset_26"
"2037","Passiflora edulis",NA,"",NA,"AUSTRAITS_dataset_53"
"2038","Passiflora edulis",NA,"",NA,"AUSTRAITS_dataset_6"
"2258","Passiflora edulis",NA,"",NA,"Lawson_field_work"
"2297","Passiflora edulis",NA,"",NA,"Kew SID as Trema tomentosa var. viridis"
"2039","Passiflora suberosa",NA,"",NA,"AUSTRAITS_dataset_53"
"2040","Passiflora suberosa",NA,"",NA,"AUSTRAITS_dataset_6"
"1502","Passiflora subpeltata",NA,"",NA,"AUSTRAITS_dataset_52"
"2041","Passiflora subpeltata",NA,"",NA,"AUSTRAITS_dataset_53"
"2042","Passiflora subpeltata",NA,"",NA,"AUSTRAITS_dataset_6"
"1044","Pavetta australiensis",NA,"",NA,"AUSTRAITS_dataset_49"
"1503","Pavetta australiensis",NA,"",NA,"AUSTRAITS_dataset_52"
"2043","Pavetta australiensis",NA,"",NA,"NSW flora online "
"2044","Pavetta australiensis",NA,"",NA,"AUSTRAITS_dataset_53"
"7","Phyllanthus microcladus",NA,"",NA,"AUSTRAITS_dataset_49"
"2045","Phyllanthus microcladus",NA,"",NA,"NSW flora online "
"35","Pilidiostigma rhytispermum",NA,"",NA,"AUSTRAITS_dataset_49"
"2046","Pilidiostigma rhytispermum",NA,"",NA,"AUSTRAITS_dataset_4"
"2047","Pilidiostigma rhytispermum",NA,"",NA,"AUSTRAITS_dataset_17"
"2048","Pilidiostigma rhytispermum",NA,"",NA,"AUSTRAITS_dataset_53"
"1061","Piper hederaceum",NA,"",NA,"AUSTRAITS_dataset_49"
"16","Pittosporum multiflorum",NA,"",NA,"AUSTRAITS_dataset_68"
"17","Pittosporum multiflorum",NA,"",NA,"AUSTRAITS_dataset_68"
"18","Pittosporum multiflorum",NA,"",NA,"AUSTRAITS_dataset_68"
"19","Pittosporum multiflorum",NA,"",NA,"AUSTRAITS_dataset_49"
"2049","Pittosporum multiflorum",NA,"",NA,"NSW flora online "
"2050","Pittosporum multiflorum",NA,"",NA,"AUSTRAITS_dataset_53"
"5","Pittosporum undulatum",8.4318,"cm2/g",NA,"AUSTRAITS_dataset_12"
"6","Pittosporum undulatum",8.5488,"cm2/g",NA,"AUSTRAITS_dataset_12"
"80","Pittosporum undulatum",7.215,"m2/kg",NA,"AUSTRAITS_dataset_52"
"225","Pittosporum undulatum",9.573,"m2/kg",NA,"AUSTRAITS_dataset_52"
"289","Pittosporum undulatum",10.465,"m2/kg",NA,"AUSTRAITS_dataset_52"
"368","Pittosporum undulatum",10.95,"m2/kg",NA,"AUSTRAITS_dataset_10"
"506","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"507","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"522","Pittosporum undulatum",9.573,"m2/kg",NA,"AUSTRAITS_dataset_8"
"524","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"542","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_49"
"578","Pittosporum undulatum",NA,"",NA,"Gallagher_field_workPHD"
"655","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"759","Pittosporum undulatum",11.559,"m2/kg",NA,"AUSTRAITS_dataset_28"
"795","Pittosporum undulatum",7.215,"m2/kg",NA,"AUSTRAITS_dataset_8"
"797","Pittosporum undulatum",NA,"",NA,"AUSTRAITS_dataset_68"
"801","Pittosporum undulatum",NA,"",NA,"Gallagher_field_workPHD"
"804","Pittosporum undulatum",16.472,"m2/kg",NA,"AUSTRAITS_dataset_52"
